When	O	1	0.012195121951219513
it	O	2	0.024390243902439025
's	O	3	0.036585365853658534
time	O	1	0.012195121951219513
for	O	3	0.036585365853658534
their	O	1	0.012195121951219513
biannual	O	1	0.012195121951219513
powwow	O	1	0.012195121951219513
,	O	3	0.036585365853658534
the	O	6	0.07317073170731707
nation	O	1	0.012195121951219513
manufacturing	O	1	0.012195121951219513
titans	O	1	0.012195121951219513
typically	O	1	0.012195121951219513
jet	O	1	0.012195121951219513
off	O	1	0.012195121951219513
to	O	5	0.06097560975609756
sunny	O	1	0.012195121951219513
confines	O	1	0.012195121951219513
of	O	3	0.036585365853658534
resort	O	1	0.012195121951219513
towns	O	1	0.012195121951219513
like	O	2	0.024390243902439025
Boca	LOCATION	1	0.012195121951219513
Raton	LOCATION	1	0.012195121951219513
and	O	1	0.012195121951219513
Hot	LOCATION	1	0.012195121951219513
Springs	LOCATION	1	0.012195121951219513
.	O	5	0.06097560975609756
Not	O	1	0.012195121951219513
this	O	1	0.012195121951219513
year	O	1	0.012195121951219513
The	O	2	0.024390243902439025
National	ORGANIZATION	1	0.012195121951219513
Association	ORGANIZATION	1	0.012195121951219513
of	ORGANIZATION	1	0.012195121951219513
Manufacturers	ORGANIZATION	1	0.012195121951219513
settled	O	1	0.012195121951219513
on	O	2	0.024390243902439025
Hoosier	O	1	0.012195121951219513
capital	O	1	0.012195121951219513
Indianapolis	LOCATION	1	0.012195121951219513
its	O	2	0.024390243902439025
fall	O	1	0.012195121951219513
board	O	1	0.012195121951219513
meeting	O	1	0.012195121951219513
And	O	1	0.012195121951219513
city	O	1	0.012195121951219513
decided	O	1	0.012195121951219513
treat	O	1	0.012195121951219513
guests	O	1	0.012195121951219513
more	O	1	0.012195121951219513
royalty	O	1	0.012195121951219513
or	O	1	0.012195121951219513
rock	O	1	0.012195121951219513
stars	O	1	0.012195121951219513
than	O	1	0.012195121951219513
factory	O	1	0.012195121951219513
owners	O	1	0.012195121951219513
idea	O	1	0.012195121951219513
course	O	1	0.012195121951219513
:	O	1	0.012195121951219513
prove	O	1	0.012195121951219513
125	O	1	0.012195121951219513
corporate	O	1	0.012195121951219513
decision	O	1	0.012195121951219513
makers	O	1	0.012195121951219513
that	O	2	0.024390243902439025
buckle	O	1	0.012195121951219513
Rust	O	1	0.012195121951219513
Belt	O	1	0.012195121951219513
is	O	1	0.012195121951219513
n't	O	1	0.012195121951219513
so	O	1	0.012195121951219513
rusty	O	1	0.012195121951219513
after	O	1	0.012195121951219513
all	O	1	0.012195121951219513
a	O	2	0.024390243902439025
good	O	1	0.012195121951219513
place	O	1	0.012195121951219513
company	O	1	0.012195121951219513
expand	O	1	0.012195121951219513
